Tweet,Sentiment
There's an interesting cognitive dissonance regarding people who deem it too soon to make any judgments on Lias And https://t.co/sZ81kAQ3Vw,neutral
"@TSknee @camdasilva Plenty of missed calls the other way too, lets just ignore those right? Typical rams fan know https://t.co/Ybft0mX405",negative
"Juan Mata on Common Goal, his love of poetry and football's essence.

The #MUFC midfielder is far from your average https://t.co/E8LLaqEmBc",neutral
 Take advantage of Wednesday night football as @officialpompeyw take on Chichester at the PMC Stadium (KO 7.45pm) https://t.co/Z2UU2cDBPX,neutral
2019 TEXAS STATE FOOTBALLSCHEDULE https://t.co/zeFoOf6Eub https://t.co/wjdlBqWwk8,neutral
Personally I think we should clear the M25 and have a massive game of football. First to 3 goals wins. #Brexit,positive
"Happened a bit ago, but #Michigan has added former #Bills OL coach Juan Castillo to their analyst staff; he has 24 https://t.co/JVp30RyjM6",neutral
"@c3calloway @Tarheel_Sports_ @Gdtbth @NCSUFans I know numbers and stuff arent really yalls strong suit, but 250 fo https://t.co/Fo8LLRGi2x",neutral
Thank god actual football is back this week,positive
I cant wait until my full time profession is coaching in college football,positive
"Most Clean Sheets 

#Azerbaijan #PremierLeague #football #goalkeeper #Azerbaiyn #Ukraine # https://t.co/oeQM9F1TJW",neutral
@BSonnone Sounds like they are at the club and not football practice!!! Need to get serious!!,positive
"World At Your Feet cover typography.

#typography #type #typematters #goodtype #bookcover #lettering #handdrawn https://t.co/yfo603TXJI",neutral
Attention 8th graders who want to play football next year!  #futurehawks https://t.co/my5jWvfmcH,neutral
"NEWS: Juan Mata: Man Utd midfielder on Common Goal, his love of poetry and football's essence (via BBC Sport) https://t.co/y29OqSOBZa",neutral
@izach120 @SayreBedinger I mean even Walter football (notoriously bad) had him ILB1 https://t.co/QLNvToEEGh,negative
"@_olsen10 @BrandonMichaelO @show_case29 It isnt extending the time football is played, it is extending the time we https://t.co/JfaMYdsmFB",neutral
"VIDEO: An interview with Nevada football coach Jay Norvell after his first spring practice. ""We're more athletic fo https://t.co/UkmKNCCQ1S",neutral
"I've worked out who will win the league
1 Man City 94
2 Liverpool 91
3 Tottenham 78
4 Arsenal 78
5 Chelsea 74
6 Man https://t.co/Udl5QvhVRV",neutral
I hope the @NFLPA figures out a way to invest in this. I think it will benefit everyone involved and help make the https://t.co/JhlE8D5fsw,neutral
Cup winners! Offerton FC just beat Leicester in the FC Cup Final https://t.co/feD0VGuRVP [Pro App],neutral
"@chadfelixg Personally, Im amused that they decided to frame it as a fake hate crime. I wouldve thought theyd https://t.co/SfcVu6wMWM",negative
Fantastic tribute but Purdue football! https://t.co/HJxb4WAlpI,positive
Kinda forgot how to do this whole twitter thing but uh BEACH VB GAME TONIGHT AT 6. Free pizza. If you think gamecoc https://t.co/WbID8eITvR,neutral
"Welcome to Bayern, Lucas Hernandez! 
Great signing #news #bayern #munich #football #TransferNews #fuball https://t.co/g6khMVdYJf",positive
It has been four years since Harry Kane scored his first England goal. That came on his Three Lions debut and since https://t.co/gu25T0Fmtm,neutral
My word. The people who call football soccer have well and truly finished us. https://t.co/1pVwFW5kXK,neutral
Many thanks to @ColonyGrill1 of Norwalk for their generous donation and continued support of McMahon Football.  Can https://t.co/UCIkayiKDT,neutral
@brandonrich_ @sportswatch @TomRock_Newsday You must be a fantasy football guy. So cant blame you for finding that https://t.co/dWAdRUFAhD,negative
"Purkiss follows 2.3m-a-year chief exec Taylor out the door

How the hell Taylor was on that gravy train for so lon https://t.co/chEQdyabr5",neutral
"I think I predicted the AAF would die after its 2nd year, so I wasn't very far off. The XFL will probably last 2 ye https://t.co/sPROAtVGLr",negative
@drooooshk @Football__Tweet That was his brother Theo,neutral
"@SarahSpain AAF is basically college football without the tradition, atmosphere, or crowds.",neutral
@SportPolitics @IN_TSav @TaterWilliams @totalcfb Not Just Yet. The College Football Playoff Is Only In Its 5th Year https://t.co/ZCgwaLcpiO,neutral
Christian Benteke: Why is the Crystal Palace striker a shadow of the player who starred for Aston Villa? https://t.co/Y8H2eUwtAi,neutral
"@martineztri2014 @voodoo_childdd_ @BleacherReport @brfootball I mean thats most team sports, even football to some extent.",neutral
@mr_asiwaju @90min_Football obviously bait,negative
"@majikman1977 Yeah man, unfortunately those stats dont tell the true story. I really did struggle. Ive always sai https://t.co/qa7XjbwDCk",negative
@mseymour84 @Altgthr i particular remember me tweeting throughout Jose first season the football was shite and crit https://t.co/FobvjxsqBv,neutral
"The ironic thing is that ""soccer"" is a British term originally used in situations in which ""football"" would have am https://t.co/VZ4qI8Zxst",neutral
"@fateswarning86 HAHA, it looks that way! They should make a targeted marketing effort toward concert-goers (and football fans)",positive
Football fan #Falcons lifer!!! Checking out my seats b4 kickoff last season. mercedesbenzstadium @atlantafalcons https://t.co/GlJGCGbbLy,positive
Harry Kane England goals: How many has he scored? How many does he need to catch Alan Shearer and Wayne Rooney? https://t.co/YxcaJCIKd1,neutral
hero in football jerseys ooof yes,neutral
@emptywheel lol how many times do they have to pull the football away,neutral
"Is South Carolina a football, basketball or baseball state?",neutral
"@HarrySymeou Surely not, one of the top 3 stadiums in football! Milan should keep the San Siro &amp; Inter look at building a new one!",neutral
Dier  ( #Tottenham )    Thigh Injury https://t.co/pXmYRp99rM,neutral
Why Manchester United could benefit from Man City winning FA Cup https://t.co/r18CUr7k17,neutral
"@Football_Guys Thanks. Now Im starving!!  Seriously, great work.",positive
Former @ManUtd boss linked with @Everton #EFC https://t.co/XnsW68NT3P,neutral
@90min_Football Back in 5th,neutral
@daviddownie17 @st_1878 @steviemac2010 Agree. I said Middlesbrough play poor football and got called all kinds by M https://t.co/v15dpvFUZ4,neutral
"I am ready for the weekend, to see some football. https://t.co/ZZDuG3aJbG",neutral
Beckham sons nix football career https://t.co/pS33qoGLGO https://t.co/LNT5m3frIs,neutral
Former Manchester United FC boss linked with Everton FC: Jose Mourinho could be the Blues' next manager according t https://t.co/fabN3LKD8W,neutral
"RIP Bernard, a great supporter of grassroots football https://t.co/TsB8nuShUS",positive
...and thats how you run a football club. https://t.co/0FsRoqb2ZK,neutral
@Marist_Football Lets go!,positive
I really really really really miss football Saturdays,negative
"War Child FC is the latest project from @WarChildUK, combining football coaching, life skills and emotional support https://t.co/s1ie7OBDWW",neutral
"@lalrinawma Sir, 
It is great to see someone from the land of football fanatics taking an active interest in IPL . ",positive
[Media: Liverpool Echo] The importance of Mohamed Salah's Liverpool goals revealed as Alisson Becker proves his wor https://t.co/FuhHuKCqun,neutral
@sunderlandafc11 I would let him manage a kettle never mind a football club again!!! As for Scotland surely not he https://t.co/kAu45xf7kd,negative
Football = therapy,neutral
"Complete this:
Even if my son leaves his one hundred football shoes .......

PS: if you can complete it and your https://t.co/a7MBZCl1qH",neutral
"this generation havent experienced pure innocent fun: playing football/basketball outside, water gun fights, races https://t.co/Is2EEQJgTp",positive
There's got to be more to the AAF story. Their business model couldn't have been contingent on asking NFL players t https://t.co/jWR7rQlI6V,negative
@pthedaway Someone forgot the football over in the Seattle area,neutral
@JimPolzinWSJ @wpscmsn @madtown1994 @jjoyce perspective matters too.  NU makes tournament and wins Big Ten West in https://t.co/cVn8Hmp1q4,neutral
Creating new female teams or disability teams for the forthcoming season? Click below to find out more about The Fo https://t.co/UfOhDZgbKj,neutral
"I've enjoyed the AAF to this point, but this is so incredibly stupid.  If your survival hinged on another league's https://t.co/qwtrEYsDFA",negative
"@jff_football Roy Simpson:  'I think we never showed the kind of tenacity, the kind of competitiveness, the kind of https://t.co/WqBUaNO335",neutral
"@leaderpost Again, Its truly amazing how every other stadium/arena in North America can have conversion crews turn https://t.co/SieQBkeToc",positive
@MySoccerAfrica why is CAF captured by North Africa. If games are set for champions league we do we have domestic g https://t.co/mgbx6imFT7,neutral
"Classy Move Purdue 

Purdue honors Tyler Trent with stadium memorial https://t.co/HoOSIVkMvJ
via @ESPN App https://t.co/Z9fznkRe65",neutral
Ill be there @Utah_Football  @utahathletics  @UUtah https://t.co/wZczofeUAw,neutral
@jamesbenge Why do you have an agenda against phrases such as David Alaba Arsenal you football hipster. Youd be https://t.co/dwyavfwA63,neutral
"@OCowzer @little_football Compared to how we've seen other countries' fans express their ire, this was a lot more c https://t.co/r5HNorcoiO",negative
Caster Semenya: Lord Coe comments on 'gender classification' in athletics 'opens old wounds' - BBC Sport https://t.co/uolWuNmAtp,neutral
@fanbasealter fc apaan si  football club,neutral
@Blaugranagram Welcome to Football Instagram ,neutral
Where can I watch ePremier League on Sky Sports? All the details on FIFA 19 competition | FootballNews https://t.co/157TazwnAI,neutral
@WINGE5_ @DowntownJBrown_ both teams are out there trying to win it for themselves but you play football bro you https://t.co/3rw2locmpG,neutral
The Zag hate coming from Wazzu social media is childish and petty. Im a die hard coug football fan and dont under https://t.co/Z6dXjuwc45,negative
Bayern Munich knows their football team is declining so they have starts rebuilding process by splashing 80m on Lu https://t.co/LrU4pJ25nK,neutral
Tonight saw the Y7 girls football team play Outwood Acklam in the Middlesbrough Schools Quarter Final. The girls we https://t.co/VUY8eHsTW4,neutral
How a Football Enthusiasts was arrested by the Police because of Football Argument https://t.co/K7KEyWHxbd,neutral
"Now, @rushmoore90 joins @PCreighton1 here on @SBNationRadio to discuss his career in the NFL, and his plans after f https://t.co/tsnZ9v55A6",neutral
"https://t.co/2nAPlzqk6I
Trent died of cancer on Jan. 2, just days after the end of the 2018 football season.",neutral
"WHICH ONE OF YOU FUCKERS CALLED MY MOM GAY?! 

#Love #MarchMadness #Fortnite #PewDiePie #Jeep #Juul #6ix9ine https://t.co/EZrmcWbpnW",negative
@AGoldFan This doesn't seem smart to me by the NFLPA. Players that are fringe roster guys have an opportunity to be https://t.co/dhcbQqUvGj,negative
Women's All-Star football tournament making strides https://t.co/uTVlgbyizQ,neutral
"This is awesome! Very proud of these 2016 #MesaTbirds, @MAT__76 @SUUFB &amp; @LifeOfShakialll @KU_Football #KUproday https://t.co/jTDHG2IfOD",positive
"@BBCMOTD It's soccer in Ireland, football is Gaelic football.  Not a professional footballer, as we know it, that w https://t.co/rEhVAQxGpQ",neutral
@muhammadbutt You make club football sound like it's FIFA,neutral
The Ross-Ade Stadium gate Tyler Trent camped out at will be named after him https://t.co/eX8TcBdQY9 https://t.co/BTvjO7e2R3,neutral
Tyrone Mings gives honest verdict on Aston Villa loan deal so far | Football League World https://t.co/u3ZPSjzLLM,neutral
@NavyAthletics Will the Armed Forces games still be carried on CBS Sports? Best part of football Saturday early am in California.,positive
"@TweetGyorgi Interesting. I didnt know this. I gave up using football when I moved to the US, figured I was figh https://t.co/b6AynQ5jC2",negative
"Wtf are @ManUtd doing really ?

I mean just look at how football clubs work https://t.co/OFKfYYO1nD",neutral
"I've been seriously abused over shit I've no control of and wouldn't think to use a councillor, this boy needs the https://t.co/e1RhqCpJ20",negative
@Jmacfsu24 It's not Friday or football season yet! Lol!,neutral
"Happy journey home from Gwent with another 3 points in the bag. Loving the football, loving the weather.  Great squ https://t.co/d1jHyn50Mg",positive
@mehbubul_ @bubbIxs Imo we didnt play good football because the players didnt understand what he wanted,negative
Survivor of Chapecoense air crash dies after heart attack https://t.co/OGJHM7cAos,neutral
"@OU_Football Kinda last minute, dont you think",negative
Why Ed Woodward is in Amsterdam amid Matthijs de Ligt to Manchester United rumours #mufc https://t.co/aR5jKbxXYE,neutral
@null Purdue honors Tyler Trent with stadium memorial Purdue renamed Gate E at Ross-Ad  https://t.co/xJslI0VmEr,neutral
@afc2nfc better football player than he is,neutral
"Wednesday away: #avfc #utv #swfc 
https://t.co/F0XUmTjxC6",neutral
"@Ricky9Forbes @cozy1873 He has first team and European experience, to just about every team in the EPL or champions https://t.co/xQiYII1Cc9",neutral
"@GDubya8131 @Altgthr  Youre an Ed sympathiser, you dont think we need a DOF because you think Ed is good at ma https://t.co/jvKq63bee4",positive
@American_Conf This means nothing without the financial terms.,negative
No one should be shocked that another minor league football league is dying. https://t.co/Gn0sJVjWEw,neutral
"Big news on @ColeKmet and a blow for the Irish pitching staff
https://t.co/8kqZ8NnXEq",neutral
"@PaigeS_502 This happens all the time in the mens game. Heck, in football John L was leaked to MSU during our bowl https://t.co/ZYdqPahssT",neutral
Our Y3&amp;4 children enjoyed their afternoon playing in the Wyre schools football competition  https://t.co/EnyKwCzZHR,neutral
@SkySportsNews Ruining football! Classic Bayern,positive
@Sadikshya_ We need Director Of Football period !,neutral
Bayern confirm 80m deal to sign Lucas Hernandez from Atletico https://t.co/mwbfhXL4mN,neutral
2019 SAGE Hit Football You Pick/Choose AUTO Parallel Insert Base *FREE SHIPPING* https://t.co/1WL3JfAmuD,neutral
Please sign up to #easyfundraising and help us raise FREE funds for Better Things FC when you're doing your everyda https://t.co/4KJi7wMpTc,neutral
@funnydanny @PeteMedhurst Mold breaker - Pete Gogolak. First pro football soccer style kicker.,neutral
NEWS: Man banned for Aberdeen Rangers football bottle throwing incident (via BBC Sport) https://t.co/LDnJhCGK5b,neutral
The boys &amp; Sir after their last game for the school. Thanks to Will Niall Luke Max Lloyd Jordan Kieran Dan &amp; Attie https://t.co/ux4spjFYIy,neutral
Please support @steven_walters4 &amp; @OffsideTrust for all the work they do to help survivors of #sexualabuse. They ha https://t.co/oNRMVGyBEp,neutral
"Name your favourite football player from the following countries:

-  messi
-  dinho
-  neuer the wall
-  c https://t.co/KVdk4llDpI",neutral
Holy fucking shit what is this???  If somebody does this for Liverpool then that's the end of football for me. https://t.co/ASPhFnldEZ,negative
@ChildersRadio Hoiberg was born in Lincoln. College roommate is golf coach at Nebraska.  He is well versed on Nebra https://t.co/noKzsdR1YO,neutral
@JF1atley Then you don't understand football isn't for everyone :),negative
Speed  Kills! Jeremiah Davis! Football/is getting faster and is a Beast! The next generation and we are already ba https://t.co/NSzWpN4arL,positive
NFL Rumors: Giants Considering Josh Rosen. #NFLRumors #Football  https://t.co/kmxzIT7fbW,neutral
Never been to a football match. https://t.co/pPuPABSg00,neutral
"The Faroese Football Association is bidding to host a @UEFA youth tournament in 2021 / 2022!

Proud to support the https://t.co/nzrZUxQ6Wp",positive
"After fresh blow, many Aston Villa fans may feel it's the end of the road for this attacker | Football League World https://t.co/Q0okbHzfZb",neutral
"@SharpFootball Yep, they just ruined football",negative
Sports website @esportefera ranked the salaries paid monthly by Brazil's first division football clubs. Reigning ch https://t.co/QGvzSGwXbM,neutral
@BrockOgami @BanGr0nkNandez @PardonMyTake He did. But honestly it's not a bad idea. I interviewed the high school f https://t.co/RKXk7HO8z7,negative
"@CBSNews ~Cardi Bcanceled/cancelled~ @iamcardib  
@Panthers
 cam newtonQb for the carolina panthers had appeared https://t.co/eQt9hdoDXT",neutral
@its_BIG_FOLKz Welp onto Football season lol,neutral
@IconicHerrera21 And imagine bankers fucking up deals and overpaying and rejecting because they don't understand football. ,negative
"@Alinomoly Think they did. Maldini started his career at LB, then shifted to CB later on. Coinciding with Dossena's https://t.co/j14IAfm9KY",neutral
@ReplayEvents A football game.. klax..climbs quest and another one I cant remember? https://t.co/mL2sUDCODn,neutral
Also remember when Bayerns board was against spending loads of money and modern football? You get the point. Its ironic.,negative
"The countdown is on until our Midlands Show on 15th May at Aston Villa Football Club! 

Register now: https://t.co/7unNE70ZmP",neutral
The massage guy at my gym rubbed my back for 5 mins two days ago and my back has never been this sore. He told me I https://t.co/f13SCVrmmG,negative
@weezel32 When an analyst says Rivers has a very strong arm I have a feeling it has nothing to do with football,negative
I really be sitting in my car until these football players take they dogs inside lol #imscared,negative
very excited as its just over a week until @JoeSims10 comes along to our Recovery Through Sport football group. Joe https://t.co/lBj5jrstvD,positive
Purdue Unveils 'Tyler Trent Gate' at Football Stadium to Honor Late Superfan https://t.co/0XXbRNCZ4T,neutral
@OCowzer @little_football Couldn't agree more here,negative
Hubbie just said cant decide whether to listen to the football or watch the shennagins in parliament! @StJohnstone https://t.co/FmkHm7ij67,neutral
Welcome to Bayern https://t.co/V1W0ITiIFq https://t.co/z4sqNCtdYl,neutral
Iowa has some holes to fill but there is a solid core of veterans returning for the Hawkeyes https://t.co/JojAjnWccP,positive
Congrats to Christian Herget for continuing his football career at @AMCAT_Football! #CanjoGreat https://t.co/p3sJwbtgiI,neutral
"@AfterAddic Boy is going home with a bunch of football jerseys, not that he actually minds it hahaha",negative
@BSO Because football is stupid,negative
Tackling Racism and Discrimination =&gt; Report it!! more info https://t.co/FVrAgbcpwl @Migue_Llera and supporting Goo https://t.co/HRiTriVlet,neutral
Congratulations to Ty Earp who signed a football scholarship/letter of intent with Northeastern Oklahoma State Univ https://t.co/Y38CdhczA6,neutral
Man Utd legend Andy Cole backs 'impressive' Solskjaer for full-time job after 'galvanising' club https://t.co/my2JKclBAv,positive
"@WSIHEFootball Fantastic, many congratulations to University of Chichester Men's Football !! #WSIHE",positive
Benjamin Pavard : when one goal at the World Cup turns you into a 35 million player. Is he worth it?? Or will he b https://t.co/dEdUVajN5i,positive
Make sure you tune into @itvlondon news tonight. Our deaf football coach is making a very special appearance at https://t.co/MEeuY2cX9z,positive
@cubby205 @BloggingTheBoys I think an argument can be made that Foles fit well with the Eagles and played the brand https://t.co/odBdr70ZKT,neutral
"@CEJUJOECOLE @Football_LDN poor you
seems like you never watch the game",negative
@Jonta_Enjoli @justdanii_ Still gonna stroll in 3 min after,neutral
"Van Gaal will never forgive Ed Woodward for what he did 

https://t.co/h13b9hLmgt",neutral
"There's no way past Alisson in the pecking order... but he could stay put

https://t.co/2gWmE7CeJB",neutral
"Xhaka has some good news for Arsenal fans

https://t.co/qV5egP6iO8",neutral
One Turkish football league team is making sure the sport is not just for men. Meet the women behind Hakkarigucu Sp https://t.co/vcTGIrjLvt,neutral
"The @OU_Football QBs take the podium at noon.

Watch live on https://t.co/0zBSitWc8P https://t.co/Qjd35S3flK",neutral
BBC News - Man banned for Aberdeen Rangers football bottle throwing incident https://t.co/PCqWgmZHAx,neutral
"I have NEVER understood why people think women can't coach football? A coach is a coach. If you're good, you'll kee https://t.co/yx2Go9K16Y",negative
"Look out, football is back to dominate the airwaves. https://t.co/uh9RWqpY2V",neutral
@The7Line @ludichrisspeed @jeverett15 And it's a Friday! Magically people have lived through football Sundays and made it to work on Monday.,positive
"@avidlybookish Thank you, though Im a tennis player I am as well hugely interested in cricket and football.",positive
"@chasetheMAX @Rickrod_77 Whose to say a NFL player wont come out of Clinton  you never know, it was my dream https://t.co/MGHPL2Psg8",neutral
"Tried to figure out who has a marginal advantage in the Premier League title race, and was reminded along the way t https://t.co/i6oWLUmkJN",neutral
I just want to play flag football again  #kyrptonite,neutral
"Check out the latest quick box bustin from @JamminJDCards and see the pull! Check it out here:
2015 Topps Strata F https://t.co/4BGkjU0ge3",neutral
@EJAfc @Goonerforlife82 Yeah it flew in are you on about the football cannon,neutral
"Football Matches-#ScottishPremierLeague

St. Johnstone v St Mirren
Today 19:45

Bet Now:
https://t.co/SsZNmr8bbP https://t.co/K0vUNbF4vG",neutral
@Football__Tweet was at the wrong club,neutral
Brace yourself the @premierleague returns still love International Football don't get it twisted  ,positive
"I was out in Amherst checking out UMass spring football practice yesterday, and new coach Walt Bell is already putt https://t.co/Fo8AyD0yii",neutral
"@BarbMcQuade After your football analogies last night (which was particularly loved by this Pats fan) on @maddow, I https://t.co/vgLhl8YGia",neutral
"Ex-Tottenham star Rafael van der Vaart tells Gareth Bale to fight back
       
https://t.co/KSeuBSvDDb",neutral
"'We're lucky to have the Chelsea fans,' Hazard claims amid Madrid interest
       
https://t.co/QXzUSocF1S",neutral
Its World Theatre day so its the perfect time to book your tickets for this fantastic new show. A truly inspiring https://t.co/bhMaZrAsP6,positive
@barstool_unf @UCFStool @BarstoolBDevils @OspreyBSB UNF has never won a football game,positive
@90min_Football Which fifa are they playing?,neutral
"MINOR FOOTBALL CHAMPIONSHIP vs BALLINACOURTY IS OFF TONIGHT
- due to Ballinacourty having players involved in a sch https://t.co/xoWaV1zkab",neutral
@Mezzala_Maestro Failed 2 biggest winners in football ,negative
Year 10 Football Team are COUNTY CUP FINALISTS! An impressive 5-1 win against Turnford with 5 different scorers see https://t.co/RmuzEopHlb,positive
"Amadeo West, the Army senior outside linebacker who hasn't played a full season since freshman year, could have qui https://t.co/m2idXuRKqy",neutral
"""Raiders Owner Davis Wants No Part of 'Hard Knocks'"" by REUTERS via NYT https://t.co/CJT5sCpNw6",neutral
"@pooraggies @kyleumlang @TxBallCoach40 @AggieFootball @AP @Vol_Football @USC_Athletics Who should we believe, Aggy or USC? ",neutral
"Can't wait For Football To be Back on.
It feels like a lifetime without it 
Roll on Saturday #IMissYou #Lufc ",positive
"#Michigan already has two solid linebacker commits in the 2020 class and has a lot of versatile, athletic options r https://t.co/uduqfFOTOc",neutral
@AC_of_Football Thanks for the follow - hope you enjoy the collection!,positive
@TimHill1075 Trajectory of the football team????? 5 in a row to KY? Dominated by Clem/Ga? Smoked by UVA in the bo https://t.co/ItKaqn8YaP,neutral
@ConnorH11__ thats the only football ive ever seen him play so yeah i rate him,negative
@MatthewBerryTMR That's because Brandt is old school and doesn't consider that NFL football has now become entertai https://t.co/F4myeXNUss,neutral
"Happy Birthday to one of the most complete football players I ever played with @JakeHammer16 
#SpeakersGoingHammer",positive
"@BTTNOLA @MikeJohnstonCO Not for long. Sorry, but claiming that b/c YOUR family's property hasn't been effected tha https://t.co/lQlPSOHzSS",negative
Man banned for Aberdeen Rangers football bottle throwing incident https://t.co/eT8MEF2Fqa,neutral
@adamrank He retired in fantasy football 3 years ago,neutral
Well done to the Girls' Football team this afternoon. A 5-0 win is fantastic! ,positive
" Onuachu becomes the 2nd fastest goalscorer in int'l football
 Quagliarella becomes oldest Italian goalscorer https://t.co/6TopdlDbb4",neutral
"@JasonMorrow270 @golegend_lil Um, our dude Malik (Ohio state Buckeyes Football) won that jumping over 3 people in t https://t.co/MP5a5Ipaqn",neutral
"@ABC So disingenuous about mob ""science"". Ideological football.",neutral
@AshraPlays @TheBROBQ Sounds like my brother. Dude put a controller through the wall when he got mad at some footba https://t.co/hJ8jfYtGWO,neutral
@kenkenhall True. The overall point is you can't have dudes playing contact football year round. Considering all th https://t.co/hNyJenoqBp,positive
"England 5-0 Czech Republic: Raheem Sterling has won people over with his football, Stuart Pearce tells tal - talk https://t.co/DH6uOjPuF0",neutral
@Wisnu_prabowo95 @Football__Tweet You mean Tweet? Hes a good bloke anyway,neutral
The Brazil camp will have been interesting this week #mcfc https://t.co/cIph4h0Zvf,neutral
2019 Milford Junior High Pre-season Football Meeting.pdf https://t.co/E846XIcxRK,neutral
"hero + football stuff

iconic duo",neutral
Sweatshirts were first built for football and baseball players in the 30swho took the field in see-your-breath te https://t.co/6ln3a4W0KN,neutral
"@loyalmessi We dnt hd any epl team at ucl winning podium since 8,9 years so what does it mean its farmers leagur no https://t.co/yZpZ1jNQoa",neutral
"Just want the real football to start again, internationals are a slog #Footballindex",positive
Jachai Polite says hamstring injury occurred before NFL Scouting Combine https://t.co/EwDd1o8VW4,neutral
"Whats next for @wisejayhawk following todays #KUproday?

A nice dinner. I feel like I deserve it.

Never change https://t.co/SBadubIHLf",positive
"@FPL_Lost @markgoldbridge Fpl_Lost is actually lost, watch football and stop tweeting ",negative
"Shoutout to East Lansing Football for raising $14,500 in just 3 weeks without selling any products! Amazing job, an https://t.co/O5HCW3Onc5",positive
Why is Spain 10 vs France 18 even an argument? No team comes close to that Spanish one. They dominated world football for 4 years.,negative
@draper_rob Jose and Pep almost certainly have had a bigger impact on English football and English players. Id say Klopp has also.,neutral
Lovely evening for some Year 9 boys football!  #teammayfield https://t.co/4o5HWsFp10,positive
"more #vegas: ""Raiders Owner Davis Wants No Part of 'Hard Knocks'"" by REUTERS via #news https://t.co/URboSe59CB https://t.co/P0PsDClI58",neutral
"@TheEuropeanLad Everybody knew that Raiola gonna be a problem, he is a parasite in football...",negative
"Purdue honors Tyler Trent with stadium memorial Purdue renamed Gate E at Ross-Ade Stadium to Gate T2, the Tyler Tre https://t.co/SdekZm0p4n",neutral
"@ThatDaveBrown 2007 was real hard for Pats fans. However, the 2006 afccg still seems to haunt everyone even worse. https://t.co/sRupUSxRWw",negative
Theres another dlc where youre a black football player who escapes from a concentration camp and youre blowing t https://t.co/g9UltKmhXX,neutral
Man I can't wait for some Nole football ,positive
"@EvanLantz52 PrepStar Magazine has identified you as a top college prospect via HUDL. 

Step 1 complete this brief https://t.co/OBPtFEQtcB",neutral
"Kings Langley FC 2-1 Hartley Whitney FC
.
.
.
.
.
 Lumix G7 - 100-300mm
.
.
.
.
.
#photography #photo https://t.co/ngKMkKpvcH",neutral
"@Tylerlori13 They were showing the plays he was in on in his first drive back in American football, I did not say a https://t.co/huQ6rEUODv",neutral
"@TheNaza_ @ItzOlah Football is a trophy oriented business, nobody remembers your goals if you dont have some to yo https://t.co/iMdaK3UIAn",neutral
Good stuff. Applies to football coaches this time of year. We ask our kids to prepare themselves for the upcoming s https://t.co/0i4poNsHmd,positive
@YeffDesigns just wondering if your still doing them football art picture things. If you are can you plz do me Joao Carvalho plz,neutral
"@Truelsen_2k @Castro1021 association football -&gt; soccer
a short term invented by the people of England",neutral
"@ronandunlop99 Aye, @smithbrendan78  still plays football in his carbrini boots",neutral
Purdue Unveils Tyler Trent Gate at Football Stadium to Honor LateSuperfan https://t.co/niSqpAYuZc https://t.co/MBoEY6HaiU,neutral
"@MrMustang65 @SMU_Football SMU needs something positive to happen, thats for sure",neutral
"Go karting football, thats a new one https://t.co/BtzvQnl3iw",neutral
Just walked by two guys doing the football  thing and like rushing eachother in a hallway. Public school is wack,negative
@JarrodGrubb Hey Charlie Brown... I got a football for you to kick over here...,positive
Christian Benteke was once one of the most in demand strikers in the Premier League. His form during three seasons https://t.co/WKFI19MAZ3,neutral
@ImpossibleBets That's just human beings caring for one another. Mike is a great guy. Coaching jobs are not charity https://t.co/gVahKQDmVj,negative
@__ajga I think her point was to share the beach. I cant possibly agree with someone kicking me out of my spot to p https://t.co/9teL7cjGCz,negative
"So proud of the P7 girls football after school group. Well planned, talking tactics and skills, great attitude, mot https://t.co/OYVEEUNsQx",positive
Congratulations to our @sl_academy Yr8/9 Football Team who went above and beyond expectations and made the final of https://t.co/sHevfN84H3,neutral
@TheEuropeanLad Pablo escobar of Football,neutral
What an exciting game of football against our friends at @BowmansgreenSch in the Spring Sunshine! The https://t.co/mhJPKk4k26,positive
"@Kianodis Yeah I think he just lost confidence from the Ksi L but that aint how sport works, he clearly aint up t https://t.co/iyjIaB0SPq",negative
Its official the New Orleans Saints are the corniest fanbase/franchise in football,neutral
"68-80M makes sense judging that hes there until 2024. 

Another sequence of LEquipe strengthening at the very t https://t.co/QsrFmx6dvg",neutral
"Juan Mata, man. Hes just...a bloody brilliantly bloke isnt he? https://t.co/GhfeGmqSvG",neutral
"#football | Howzabout refereeing in disguise? | ""Livion Bonelli, a former referee from Argentina had come up with a https://t.co/MEfCYHeOES",neutral
I need some football friends. who actually watch that shit and keep up.,negative
"@missi_matthews, @StanLoveTheShow  It has been a werid off season!  I try not to turn on ESPN or NFLNetwork any mor https://t.co/F50u3YivdX",neutral
"The memorial is expected to be completed by the start of the fall football season.
https://t.co/rukij0WhW8",neutral
"@Peter_Shilton @Conservatives Stick to football punditry Pete, before you turn into the new Ron Manager, isn't it, wasn't it, marvelous!!!",negative
@golden77knights @aafAPOLLOS @TheAAF Whats the size comparison to the NFL football,neutral
"Yes, 500 AAC-controlled events on ESPN+ in first year of deal, with 400 of those being football, hoops and Olympic https://t.co/cwDas2pvWD",neutral
20 Wins? Big Talk From Somebody Whose Football Team Had 6 Wins In 2 Seasons https://t.co/fCTA0nGNwL,neutral
Official Site: No Room For Racism https://t.co/qLZ3yzSYW1 #bfc https://t.co/GdYH8dOGeZ,neutral
"Dear dad I know that I won't be enough for you, no matter what I'm doing. Would you accept me if I would play a rol https://t.co/qOD8a3K3VN",negative
